Student_ID,Gender,Age,Department,Year,Attendance_Percentage,Study_Hours_Per_Day,Internet_Usage_Hours,Assignments_Completed,Sports_Participation,Hostel_Resident,Family_Income_Level,Exam_Score,CGPA
STU12246,Male,20,ECE,1,88.1,1.5,3.9,10,No,No,Medium,82.9,8.44
STU12247,Male,18,ECE,2,58.0,5.0,4.6,5,No,Yes,Medium,94.2,8.66
STU12248,Female,17,ECE,1,69.3,3.8,1.2,3,No,Yes,Low,80.9,7.93
STU12249,Male,23,CE,1,79.1,4.8,4.2,3,Yes,Yes,Medium,84.6,8.14
STU12250,Male,24,BBA,4,74.0,2.5,6.4,5,No,No,Medium,74.6,6.97
STU12251,Male,22,EEE,4,82.1,2.3,4.9,8,Yes,No,Medium,77.2,8.26
STU12252,Male,20,CE,1,94.7,2.0,6.7,6,Yes,No,High,68.6,7.09
STU12253,Female,22,CE,3,71.5,3.2,4.8,1,No,No,Medium,81.2,8.16
STU12254,Female,19,CSE,4,80.5,3.8,2.2,5,No,Yes,High,81.7,7.43
STU12255,Female,24,CSE,1,76.6,2.7,5.6,4,No,Yes,Medium,63.2,6.28
STU12256,Male,18,CSE,4,81.4,5.8,1.7,5,No,No,Medium,100.0,10.0
STU12257,Female,21,ME,1,80.1,2.5,3.6,7,Yes,No,High,83.2,7.9
STU12258,Female,17,CSE,4,100.0,3.9,3.4,7,No,No,Low,93.7,9.26
STU12259,Male,22,EEE,4,94.9,2.2,2.6,2,Yes,No,High,61.3,6.82
STU12260,Male,18,CE,2,64.2,2.5,8.8,8,No,No,Medium,86.0,8.38
STU12261,Female,20,EEE,1,71.0,3.4,3.9,5,Yes,No,High,77.0,7.47
STU12262,Female,22,BBA,1,72.2,2.3,7.6,6,No,No,Medium,73.7,7.26
STU12263,Female,24,CSE,1,67.7,3.6,4.7,8,No,Yes,High,90.9,9.26
STU12264,Female,24,ME,1,66.3,4.2,2.4,6,No,No,High,87.2,8.25
STU12265,Male,22,BBA,4,78.2,5.1,3.2,9,Yes,No,Medium,91.4,9.6
STU12266,Female,20,ME,2,72.6,1.9,3.9,8,Yes,No,Medium,68.6,6.66
STU12267,Female,24,BBA,2,71.1,3.8,3.3,0,Yes,Yes,Medium,74.5,7.55
STU12268,Male,24,CE,3,100.0,3.4,3.5,0,No,Yes,Low,77.6,7.55
STU12269,Female,17,EEE,1,73.3,0.7,5.1,2,No,Yes,Low,83.0,7.63
STU12270,Male,20,ECE,3,75.6,1.8,4.7,8,Yes,No,Medium,62.1,5.11
STU12271,Male,20,EEE,4,87.4,4.2,5.4,0,No,Yes,Medium,79.7,8.08
STU12272,Male,23,CSE,3,75.5,1.5,7.1,0,No,No,Low,49.6,4.05
STU12273,Female,23,ECE,1,68.3,3.4,3.1,4,Yes,No,Medium,75.3,7.91
STU12274,Female,24,ME,2,77.4,0.5,6.2,7,Yes,No,Low,68.6,6.92
STU12275,Male,21,CE,2,100.0,3.3,6.8,1,Yes,No,Low,82.8,9.29
STU12276,Female,23,CE,1,75.2,0.5,6.6,3,Yes,No,Low,68.1,6.52
STU12277,Female,24,ME,4,70.9,2.6,0.5,5,Yes,No,Medium,88.1,9.68
STU12278,Male,25,CSE,1,84.2,2.8,7.6,0,Yes,No,Low,72.8,7.13
STU12279,Male,19,ME,4,76.9,3.7,2.7,3,Yes,Yes,Medium,87.8,9.24
STU12280,Female,19,BBA,2,100.0,3.1,0.5,3,No,No,Low,92.5,9.52
STU12281,Male,20,CSE,4,72.1,1.6,7.5,8,No,No,High,80.5,7.13
STU12282,Female,21,ECE,1,97.3,1.7,5.0,8,No,Yes,Medium,93.4,10.0
STU12283,Female,17,ME,1,91.6,1.1,5.1,5,No,No,Low,75.5,8.36
STU12284,Female,23,CSE,1,76.2,3.8,3.3,7,Yes,Yes,Low,88.2,9.02
STU12285,Female,25,ECE,4,80.0,3.7,4.4,9,Yes,Yes,Medium,87.3,9.39
STU12286,Male,24,ME,4,69.7,4.5,3.7,3,Yes,Yes,Low,85.5,8.69
STU12287,Male,21,CE,4,74.6,2.7,2.8,9,No,No,High,89.2,9.36
STU12288,Male,20,ME,2,76.1,0.9,4.0,7,No,Yes,Medium,76.6,7.74
STU12289,Male,23,EEE,3,81.6,3.0,4.2,2,Yes,Yes,Medium,84.4,7.92
STU12290,Female,21,ME,3,65.9,3.5,1.4,1,No,No,High,79.9,7.94
STU12291,Female,23,EEE,1,83.1,1.8,4.1,5,No,No,Medium,63.8,6.12
STU12292,Male,17,ECE,2,78.5,1.9,0.5,4,No,Yes,High,61.6,6.48
STU12293,Female,17,ME,4,84.0,4.2,7.8,7,Yes,No,High,92.8,8.75
STU12294,Female,19,ECE,1,85.5,3.7,3.8,0,Yes,No,High,67.8,6.85
STU12295,Female,18,ECE,2,77.7,5.2,1.9,10,No,Yes,High,100.0,9.3
STU12296,Male,18,CSE,1,84.9,6.1,5.0,9,Yes,No,Low,98.2,10.0
STU12297,Male,23,ECE,2,79.1,1.2,2.5,2,No,No,Medium,66.6,6.05
STU12298,Male,18,ECE,2,87.4,2.9,3.9,6,No,No,Medium,75.8,7.88
STU12299,Female,20,ME,3,83.2,3.7,4.9,9,No,No,High,96.4,9.7
STU12300,Male,18,ME,1,81.8,4.0,2.0,3,Yes,No,Medium,73.8,7.9
STU12301,Male,22,CE,4,79.0,5.0,7.9,9,Yes,Yes,Low,99.9,9.91
STU12302,Male,24,CSE,3,93.0,4.6,8.1,4,Yes,No,Medium,76.1,8.02
STU12303,Male,20,ECE,3,84.1,5.2,2.9,7,No,No,Medium,87.8,8.85
STU12304,Male,21,CSE,4,66.8,3.6,1.8,0,No,No,Medium,77.0,7.91
STU12305,Male,20,EEE,2,75.3,2.6,2.9,0,No,No,High,78.3,6.93
STU12306,Female,19,ECE,4,77.7,6.4,3.0,6,No,No,Medium,100.0,9.68
STU12307,Female,21,CSE,1,80.0,3.7,6.2,8,No,Yes,Medium,96.6,9.58
STU12308,Male,25,CE,4,81.8,3.1,3.0,3,Yes,No,Medium,89.7,9.66
STU12309,Male,24,CE,2,70.6,1.9,1.7,7,Yes,No,Medium,85.3,8.7
STU12310,Female,24,ECE,4,79.3,3.7,4.2,9,Yes,No,Low,80.1,7.15
STU12311,Female,24,EEE,2,76.9,5.0,1.0,6,Yes,No,Medium,100.0,10.0
STU12312,Male,24,CE,2,90.8,2.7,6.1,1,No,Yes,Low,81.2,7.68
STU12313,Male,23,CE,1,70.0,3.3,5.2,4,No,No,Medium,63.5,5.95
STU12314,Male,24,EEE,4,79.8,3.9,2.8,8,Yes,Yes,Medium,86.1,8.58
STU12315,Male,24,CSE,4,73.1,4.2,3.0,8,No,Yes,Medium,100.0,10.0
STU12316,Female,24,CE,1,98.6,3.1,4.5,2,Yes,No,Medium,78.2,7.43
STU12317,Male,23,ME,2,92.6,2.9,1.8,10,Yes,Yes,Medium,83.9,7.52
STU12318,Male,17,BBA,4,63.6,2.7,2.4,2,No,Yes,Low,77.1,7.62
STU12319,Male,20,BBA,1,72.0,1.8,3.5,1,No,Yes,Low,63.2,6.21
STU12320,Male,20,CE,2,88.7,2.3,1.4,6,Yes,No,Medium,78.1,8.53
STU12321,Female,21,CSE,1,84.6,2.3,3.1,5,No,Yes,Medium,85.4,8.56
STU12322,Female,22,CSE,4,84.3,1.2,1.9,4,No,No,Medium,74.1,8.0
STU12323,Female,20,ECE,1,81.9,5.0,6.9,6,Yes,No,Medium,92.4,10.0
STU12324,Male,18,ME,3,89.5,4.0,3.2,3,No,No,Medium,86.5,8.1
STU12325,Male,22,CSE,2,87.8,3.7,2.1,4,Yes,Yes,High,82.7,9.01
STU12326,Female,24,EEE,3,77.1,5.5,5.3,8,Yes,No,Medium,100.0,10.0
STU12327,Male,24,ME,3,68.0,4.6,2.7,10,Yes,Yes,High,85.3,7.42
STU12328,Male,23,BBA,2,63.1,2.3,1.8,8,Yes,Yes,Medium,78.6,7.77
STU12329,Female,22,ME,2,79.0,5.3,5.8,3,Yes,Yes,Medium,85.0,8.85
STU12330,Female,18,EEE,1,61.6,5.0,3.4,5,Yes,Yes,Medium,89.8,9.15
STU12331,Female,23,CE,2,82.5,1.8,5.7,1,No,No,Medium,58.5,6.68
STU12332,Female,21,EEE,3,76.9,4.9,4.0,2,No,No,Medium,95.9,9.89
STU12333,Male,22,EEE,3,99.4,2.8,4.3,8,Yes,Yes,Medium,83.9,7.68
STU12334,Male,24,CE,4,83.4,5.0,5.1,5,Yes,No,Medium,100.0,10.0
STU12335,Female,24,CE,2,79.7,3.0,2.7,7,Yes,Yes,Medium,89.8,8.41
STU12336,Male,19,CE,3,63.8,2.7,2.4,10,No,No,Medium,88.0,8.52
STU12337,Female,23,CE,4,67.4,2.9,6.4,4,Yes,No,Low,78.0,8.35
STU12338,Female,17,CE,4,86.8,2.0,5.2,1,No,No,High,54.5,5.94
STU12339,Male,17,EEE,1,76.9,1.3,3.9,6,Yes,Yes,High,69.8,7.0
STU12340,Female,23,ECE,3,100.0,0.5,5.6,5,No,No,Medium,98.5,9.49
STU12341,Male,25,ECE,1,79.2,1.9,5.1,10,Yes,Yes,High,87.0,8.6
STU12342,Male,23,CSE,3,81.7,7.4,5.9,1,Yes,Yes,High,98.6,9.8
STU12343,Male,21,ECE,1,66.8,4.2,1.7,5,No,No,Medium,69.0,6.62
STU12344,Male,24,BBA,1,89.5,6.3,3.9,7,No,No,High,100.0,10.0
STU12345,Female,18,ECE,2,70.7,3.0,6.3,0,No,Yes,Medium,66.3,6.42
STU12346,Male,25,EEE,1,85.2,2.8,7.4,3,Yes,Yes,Medium,71.1,6.98
STU12347,Female,22,CE,2,88.1,6.1,2.9,0,Yes,Yes,Low,92.7,9.15
STU12348,Female,25,CE,4,81.0,4.1,4.3,1,No,Yes,Medium,75.3,7.88
STU12349,Female,18,EEE,3,97.6,2.1,4.0,0,No,Yes,High,64.2,6.55
STU12350,Female,19,BBA,4,73.9,4.4,1.5,5,No,No,Medium,75.0,7.61
STU12351,Male,24,ECE,3,96.8,5.4,3.4,10,No,Yes,Medium,97.5,9.28
STU12352,Male,17,EEE,4,67.3,1.4,0.8,5,Yes,Yes,High,62.6,6.38
STU12353,Female,23,CSE,3,88.0,4.2,3.7,0,Yes,No,High,75.9,7.96
STU12354,Female,23,CE,1,78.6,1.5,1.9,3,No,No,Low,65.3,6.36
STU12355,Male,17,ME,3,72.9,5.3,4.3,3,No,No,High,82.1,8.28
STU12356,Female,25,CSE,3,63.4,3.8,3.4,7,No,No,Low,72.2,7.68
STU12357,Male,24,BBA,4,77.4,4.4,3.3,5,No,Yes,Medium,79.4,7.54
STU12358,Female,20,CSE,4,76.8,3.2,7.1,1,No,No,Medium,74.4,7.05
STU12359,Male,21,EEE,4,81.7,0.8,4.1,4,No,No,Low,80.0,7.94
STU12360,Female,18,ECE,2,87.2,2.8,7.8,3,No,No,Low,90.2,9.41
STU12361,Female,25,CE,2,71.9,4.9,4.9,9,No,No,Medium,100.0,8.51
STU12362,Male,22,BBA,3,97.6,6.5,5.6,3,Yes,No,Medium,100.0,9.9
STU12363,Female,19,BBA,3,74.6,3.9,2.3,7,No,No,Low,88.0,8.45
STU12364,Female,23,ME,1,86.0,2.5,2.6,4,No,Yes,High,82.8,8.46
STU12365,Male,25,CSE,1,80.9,4.3,4.0,2,Yes,No,High,78.8,7.83
STU12366,Female,19,ME,3,78.0,4.8,6.4,9,No,No,Medium,100.0,10.0
STU12367,Male,18,ECE,2,80.4,3.7,3.3,3,Yes,No,Medium,79.3,8.25
STU12368,Male,23,ECE,3,70.6,3.6,1.1,0,No,Yes,Medium,74.3,7.32
STU12369,Female,23,ME,1,76.1,3.8,4.8,5,No,No,Low,78.4,7.33
STU12370,Female,20,CE,2,66.6,3.6,4.1,10,No,Yes,Low,99.0,10.0
STU12371,Female,25,ECE,2,74.5,3.9,2.9,9,No,No,High,84.5,8.3
STU12372,Female,24,ME,1,75.3,6.2,3.3,3,Yes,No,Low,87.0,8.6
STU12373,Female,17,CSE,3,88.5,0.5,2.3,5,Yes,No,High,67.5,6.17
STU12374,Female,17,ME,4,76.7,3.1,5.8,1,No,No,Low,66.1,6.69
STU12375,Female,21,ME,3,75.5,2.1,4.0,4,Yes,Yes,Low,78.1,7.56
STU12376,Male,22,EEE,3,82.2,5.3,4.5,10,No,No,Low,100.0,9.8
STU12377,Female,19,ECE,1,81.8,3.3,2.8,8,Yes,No,Medium,81.1,6.3
STU12378,Male,25,CE,2,74.1,4.3,6.7,7,No,No,Medium,86.1,8.63
STU12379,Female,22,CE,1,83.9,5.6,4.4,2,Yes,No,Low,89.9,8.51
STU12380,Female,20,EEE,3,78.2,1.9,0.5,0,No,Yes,Medium,66.8,6.94
STU12381,Male,23,BBA,4,74.1,2.7,4.9,9,No,No,High,78.7,7.91
STU12382,Female,24,CE,4,75.0,5.5,3.5,2,Yes,No,Medium,86.6,7.93
STU12383,Female,25,ME,4,89.5,1.8,3.7,7,No,No,Low,85.9,8.54
STU12384,Male,22,EEE,1,75.3,2.8,6.0,10,No,Yes,Low,86.6,8.77
STU12385,Female,22,CSE,2,82.6,1.1,4.2,2,No,Yes,Medium,57.8,6.82
STU12386,Female,24,ECE,1,67.2,5.5,7.4,4,Yes,No,Medium,99.6,10.0
STU12387,Female,21,ECE,4,91.2,2.6,4.2,1,No,No,High,78.3,7.18
STU12388,Male,19,ECE,3,74.2,4.0,3.1,0,Yes,Yes,Medium,71.5,8.12
STU12389,Female,19,ME,2,84.0,4.5,0.5,10,Yes,No,Low,100.0,9.86
STU12390,Female,22,CSE,1,77.5,2.3,2.6,9,No,Yes,Medium,82.2,8.08
STU12391,Female,18,EEE,1,83.9,0.6,3.4,4,Yes,Yes,Medium,59.9,6.96
STU12392,Female,22,EEE,2,84.4,3.2,6.9,4,No,Yes,Medium,86.3,8.32
STU12393,Male,22,ECE,2,78.6,3.1,3.1,5,No,No,High,94.5,9.37
STU12394,Male,24,CSE,3,61.3,3.4,7.3,1,No,Yes,Medium,78.5,7.03
STU12395,Female,23,CSE,2,90.9,3.4,1.7,8,Yes,No,Medium,93.1,9.29
STU12396,Female,24,CSE,3,78.6,2.8,2.5,1,No,No,Low,69.2,6.84
STU12397,Male,25,CE,4,83.7,2.7,6.3,1,No,No,Low,50.9,4.89
STU12398,Male,22,CE,4,86.9,3.9,2.8,4,No,Yes,Medium,97.4,9.82
STU12399,Female,19,ECE,1,75.4,2.3,6.2,8,No,No,Medium,77.2,7.31
STU12400,Male,19,CSE,4,85.2,3.4,2.3,3,Yes,Yes,Low,86.7,9.4
STU12401,Female,17,BBA,4,72.5,2.7,2.5,5,No,No,Low,85.5,8.56
STU12402,Male,21,CSE,3,83.9,3.9,5.3,1,No,No,Medium,85.6,8.18
STU12403,Male,20,EEE,1,80.2,5.2,2.4,3,No,Yes,High,76.8,6.98
STU12404,Male,25,EEE,2,75.8,5.2,3.5,8,No,No,Medium,100.0,10.0
STU12405,Male,25,ECE,1,80.5,5.4,4.8,1,Yes,Yes,Medium,81.3,8.59
STU12406,Female,21,BBA,4,69.4,3.0,3.5,0,Yes,No,Low,68.2,7.0
STU12407,Male,20,CSE,2,83.1,3.1,2.9,3,No,No,Medium,77.2,8.71
STU12408,Male,23,BBA,1,84.1,1.6,1.6,3,No,No,Medium,65.9,7.59
STU12409,Female,22,ECE,1,83.5,3.0,6.9,0,Yes,Yes,Low,69.3,6.29
STU12410,Male,20,EEE,1,95.0,3.0,7.3,3,No,No,Medium,81.1,7.36
STU12411,Male,18,EEE,1,79.1,2.6,4.7,2,No,Yes,Medium,65.3,6.15
STU12412,Female,17,CE,3,79.7,2.6,3.5,1,Yes,No,Low,57.9,6.14
STU12413,Male,20,ECE,1,68.3,1.0,3.6,9,No,Yes,Medium,83.8,8.58
STU12414,Female,20,ECE,4,95.7,1.5,5.7,3,Yes,No,Medium,75.0,8.01
STU12415,Female,17,CSE,4,65.0,3.6,6.1,7,No,No,Medium,70.1,6.49
STU12416,Female,22,CSE,3,82.3,3.6,2.9,6,No,No,Low,89.7,8.08
STU12417,Female,20,CE,2,73.9,4.2,6.1,8,Yes,No,Medium,90.3,8.73
STU12418,Male,17,ME,2,80.6,3.1,5.2,7,No,Yes,Low,75.2,7.81
STU12419,Female,17,BBA,4,66.9,3.5,6.1,0,No,Yes,Low,66.5,6.73
STU12420,Male,17,ME,4,88.9,5.4,0.8,1,Yes,Yes,Medium,89.7,9.59
STU12421,Male,24,ME,3,70.4,3.4,3.2,1,No,No,Medium,65.1,6.15
STU12422,Male,24,ECE,2,91.7,2.6,3.7,7,No,No,High,77.2,8.22
STU12423,Male,18,BBA,2,70.7,1.7,3.1,3,No,No,Medium,64.1,6.11
STU12424,Male,23,ECE,1,89.8,4.7,7.8,8,Yes,No,Medium,89.9,9.38
STU12425,Male,24,BBA,1,71.7,0.9,3.2,1,Yes,No,High,52.0,5.58
STU12426,Male,24,EEE,1,73.9,2.2,4.9,3,Yes,No,Medium,62.8,7.07
STU12427,Male,23,ECE,3,80.0,4.1,4.3,0,No,No,Low,80.0,7.33
STU12428,Male,21,ECE,4,71.5,0.6,3.4,2,No,No,Medium,54.0,6.09
STU12429,Male,17,ECE,3,71.2,2.6,2.6,5,No,No,High,85.9,8.81
STU12430,Female,25,CE,2,71.6,3.7,8.1,8,No,No,Medium,100.0,10.0
STU12431,Female,23,ECE,4,83.2,2.9,3.6,10,No,No,Medium,89.8,8.91
STU12432,Female,18,CSE,1,80.0,2.0,5.8,0,No,No,Medium,82.1,8.17
STU12433,Male,22,CSE,3,80.5,2.6,4.0,4,Yes,Yes,Medium,81.4,8.16
STU12434,Female,18,BBA,3,76.8,4.7,3.1,1,Yes,No,Medium,82.2,7.42
STU12435,Female,17,EEE,1,85.5,6.2,4.2,6,Yes,No,Low,99.6,10.0
STU12436,Female,23,CE,3,90.5,3.7,4.6,3,Yes,Yes,Low,67.0,6.78
STU12437,Male,18,BBA,1,85.8,0.5,3.1,4,No,Yes,Medium,64.1,6.08
STU12438,Male,18,CSE,2,77.9,4.4,2.5,7,Yes,No,High,82.6,8.28
STU12439,Male,21,CE,4,67.8,2.9,5.0,1,Yes,No,Medium,77.1,8.26
STU12440,Male,21,CE,2,60.2,1.9,4.2,2,Yes,Yes,Medium,79.2,7.61
STU12441,Female,23,EEE,2,79.4,2.3,2.7,10,Yes,Yes,Low,89.1,8.34
STU12442,Female,17,CE,1,60.1,2.4,2.1,4,Yes,No,Low,74.0,7.04
STU12443,Female,24,ECE,3,78.0,1.4,4.7,9,Yes,Yes,High,88.3,7.79
STU12444,Female,19,CE,2,94.0,3.4,0.5,3,Yes,No,Low,82.7,9.17
STU12445,Male,20,EEE,2,68.5,6.2,3.5,4,Yes,No,Medium,100.0,9.58
STU12446,Male,25,BBA,2,67.1,1.9,4.3,2,No,No,Low,85.8,9.21
STU12447,Male,20,EEE,3,86.4,6.2,7.5,8,Yes,No,Medium,100.0,9.38
STU12448,Female,21,EEE,3,51.9,3.8,4.0,7,No,Yes,Medium,78.4,7.53
STU12449,Male,23,CSE,1,83.8,3.4,3.4,5,No,Yes,Medium,90.5,9.08
STU12450,Male,20,ECE,2,94.7,3.0,4.6,0,No,Yes,Medium,68.6,7.18
STU12451,Female,17,CSE,4,71.3,2.3,2.6,3,No,Yes,Medium,70.0,6.97
STU12452,Female,25,BBA,3,69.6,3.9,3.6,6,Yes,Yes,Medium,98.6,9.09
STU12453,Male,20,ME,1,85.9,4.3,4.1,9,Yes,No,High,88.7,8.84
STU12454,Male,25,BBA,2,68.3,0.5,5.3,4,No,Yes,Medium,61.0,6.73
STU12455,Male,22,ECE,4,88.1,7.3,2.7,3,No,No,Low,100.0,10.0
STU12456,Male,17,CE,3,69.1,0.8,4.0,8,No,Yes,Medium,67.0,7.81
STU12457,Male,19,EEE,4,97.7,2.7,0.5,7,No,No,Medium,71.7,7.26
STU12458,Male,18,ME,3,86.6,0.5,5.0,2,Yes,No,High,51.9,5.7
STU12459,Female,25,ECE,1,80.4,3.1,3.5,5,No,Yes,Low,76.7,7.93
STU12460,Female,17,CSE,4,97.1,2.8,7.8,3,No,No,Low,79.1,7.59
STU12461,Female,25,EEE,2,90.3,2.7,4.7,6,No,No,High,81.1,8.08
STU12462,Male,25,BBA,2,83.7,4.0,2.3,0,Yes,No,High,72.6,7.82
STU12463,Female,24,CSE,3,61.4,3.1,1.8,0,No,No,Medium,68.4,6.67
STU12464,Male,24,ECE,2,73.0,4.3,5.3,5,Yes,Yes,Low,82.1,8.41
STU12465,Male,17,ECE,4,90.9,1.6,7.6,9,No,No,Medium,78.6,7.55
STU12466,Female,24,BBA,1,67.0,3.6,7.0,10,No,No,Low,93.2,9.78
STU12467,Male,19,ME,3,72.3,2.6,1.6,6,No,Yes,Medium,80.4,8.08
STU12468,Male,23,BBA,4,69.8,2.9,4.4,8,No,No,Medium,92.6,9.69
STU12469,Female,17,CE,3,84.0,3.9,6.3,6,Yes,No,High,100.0,10.0
STU12470,Female,17,CSE,1,89.6,2.7,1.3,8,Yes,No,Low,70.5,7.39
STU12471,Female,21,ME,3,89.6,3.3,6.1,9,Yes,No,Medium,96.6,9.57
STU12472,Male,21,EEE,2,71.5,1.8,2.6,8,No,No,Medium,80.6,7.98
STU12473,Female,24,CE,2,83.9,5.1,3.6,7,No,Yes,Medium,100.0,8.95
STU12474,Female,23,ME,3,71.0,4.6,4.6,6,No,No,Medium,85.1,8.72
STU12475,Male,24,CSE,1,77.9,3.6,6.1,2,No,No,Medium,74.6,7.98
STU12476,Female,22,ECE,1,85.2,3.1,7.1,10,No,No,High,82.2,7.6
STU12477,Female,22,EEE,2,90.6,3.3,3.4,2,No,No,Medium,86.8,8.6
STU12478,Female,18,BBA,1,58.5,5.1,3.0,10,No,Yes,Low,98.3,9.74
STU12479,Male,22,CSE,3,81.0,4.5,2.9,4,Yes,Yes,Low,95.7,9.8
STU12480,Male,21,CE,4,94.1,5.1,5.6,6,No,No,High,92.9,9.36
STU12481,Male,19,CE,3,82.3,3.0,6.0,9,Yes,No,Medium,84.1,7.95
STU12482,Male,22,ECE,2,80.8,4.2,5.8,6,No,Yes,High,95.0,10.0
STU12483,Female,24,ECE,2,74.4,5.3,4.5,0,No,No,Medium,78.7,7.04
STU12484,Male,25,EEE,2,93.8,2.1,4.7,7,Yes,Yes,Low,88.3,8.53
STU12485,Male,17,BBA,1,74.8,2.0,3.5,0,Yes,Yes,Medium,69.0,6.23
STU12486,Female,19,EEE,3,79.0,3.9,3.7,10,Yes,No,Medium,96.2,9.8
STU12487,Female,19,ECE,4,75.3,1.6,5.7,3,Yes,Yes,Medium,64.2,6.65
STU12488,Female,24,ECE,3,81.1,0.8,4.5,1,No,No,High,65.1,6.45
STU12489,Male,17,CE,4,94.3,5.3,3.1,4,Yes,Yes,Medium,87.3,8.12
STU12490,Male,21,ECE,3,70.9,5.5,6.2,5,Yes,Yes,Low,92.5,8.78
STU12491,Male,19,ME,2,81.1,1.7,2.8,3,No,No,Medium,84.2,8.87
STU12492,Female,18,CSE,4,83.9,1.4,4.3,3,No,No,Medium,79.7,7.93
STU12493,Female,24,ECE,3,71.9,2.5,1.5,6,Yes,No,Medium,74.8,7.25
STU12494,Male,19,EEE,1,79.4,5.4,2.1,10,No,Yes,Medium,100.0,9.65
STU12495,Female,23,BBA,1,98.5,2.9,4.0,3,No,No,Medium,75.9,7.53
STU12496,Female,17,BBA,3,62.3,3.6,2.6,1,Yes,Yes,Medium,74.7,7.75
STU12497,Female,22,BBA,2,75.8,4.0,3.5,3,No,No,Medium,73.8,7.26
STU12498,Male,19,ME,4,82.5,3.8,6.4,6,No,Yes,Medium,82.3,8.45
STU12499,Female,24,EEE,3,76.2,5.7,3.8,0,Yes,No,Low,98.7,9.09
STU12500,Female,22,ME,1,100.0,2.4,5.8,3,No,No,Medium,79.1,8.48
STU12501,Male,18,ECE,4,85.5,3.3,2.4,5,No,No,Medium,80.0,7.98
STU12502,Male,22,CSE,1,69.6,3.8,5.1,7,No,No,Low,69.9,6.5
STU12503,Female,23,BBA,1,56.6,3.4,2.0,7,No,Yes,High,83.7,8.59
STU12504,Female,21,EEE,3,83.4,1.7,3.5,8,No,No,Medium,98.7,9.96
STU12505,Male,19,BBA,1,72.4,1.3,5.2,4,No,Yes,Low,64.4,5.88
STU12506,Male,20,ME,4,92.9,1.3,4.0,1,No,Yes,Medium,64.0,6.34
STU12507,Female,20,CE,2,77.3,4.6,5.9,2,No,No,Low,82.8,8.02
STU12508,Female,22,ECE,3,74.3,2.3,5.3,1,Yes,No,Medium,63.3,5.7
STU12509,Female,17,CSE,4,74.1,4.2,3.4,8,Yes,Yes,Medium,100.0,9.79
STU12510,Female,20,ECE,3,89.9,3.6,6.6,5,Yes,No,Low,93.8,8.86
STU12511,Male,20,CE,1,84.2,2.0,4.9,10,Yes,No,High,92.4,8.63
STU12512,Female,17,CSE,1,97.6,2.1,3.5,0,No,Yes,Low,86.9,8.94
STU12513,Female,25,CE,4,77.8,3.7,4.3,2,No,Yes,Medium,91.7,9.32
STU12514,Male,20,ECE,4,88.6,3.6,4.2,6,No,No,High,88.3,8.7
STU12515,Female,23,ME,2,88.8,4.2,4.4,6,No,Yes,Medium,88.5,7.73
STU12516,Male,19,ECE,4,86.7,2.8,3.7,4,No,No,High,77.0,7.66
STU12517,Female,19,ECE,4,74.9,2.2,4.7,2,No,No,High,65.6,6.94
STU12518,Female,24,ECE,3,84.7,3.7,5.6,6,No,No,High,85.7,9.18
STU12519,Male,24,EEE,1,79.0,5.6,4.9,4,Yes,Yes,Medium,87.7,9.28
STU12520,Male,17,CE,4,78.8,0.7,4.8,5,Yes,No,Medium,60.3,5.44
STU12521,Female,18,CE,2,71.9,2.3,3.8,2,No,Yes,High,50.5,4.66
STU12522,Female,24,BBA,4,58.8,4.4,2.2,5,Yes,No,High,92.1,9.13
STU12523,Female,17,CE,1,92.5,3.8,1.7,6,No,No,High,68.2,6.78
STU12524,Male,24,BBA,4,84.3,4.4,2.6,7,Yes,Yes,High,95.7,9.59
STU12525,Female,24,EEE,3,66.6,2.9,3.2,1,Yes,No,Medium,77.6,8.32
STU12526,Male,18,ME,1,87.2,1.1,7.3,1,Yes,No,Low,68.5,6.95
STU12527,Male,20,BBA,4,92.7,6.0,6.5,5,No,No,Medium,97.4,10.0
STU12528,Female,22,ECE,3,87.8,5.1,2.8,7,No,No,Low,98.8,9.49
STU12529,Male,25,ME,1,71.1,3.5,4.9,4,No,Yes,Low,76.2,7.43
STU12530,Female,24,EEE,4,72.7,2.2,3.9,0,Yes,No,Low,64.8,6.27
STU12531,Female,24,CE,3,74.5,2.8,4.5,10,No,Yes,Low,86.4,8.61
STU12532,Female,23,BBA,2,88.6,3.8,2.9,0,No,No,Low,71.2,6.44
STU12533,Female,25,ECE,3,84.8,3.1,8.5,9,No,No,High,100.0,10.0
STU12534,Female,18,CSE,2,100.0,3.5,7.7,8,Yes,No,Medium,100.0,10.0
STU12535,Male,19,CSE,4,63.6,5.9,3.4,3,Yes,Yes,Low,87.0,8.13
STU12536,Male,24,ME,3,79.5,4.9,2.8,9,Yes,No,Medium,98.8,9.34
STU12537,Female,22,CE,2,60.7,1.7,5.9,0,No,No,High,54.7,5.51
STU12538,Female,25,CSE,1,86.0,3.6,1.6,10,Yes,Yes,Medium,98.1,10.0
STU12539,Male,20,ME,3,90.7,2.7,5.7,7,Yes,No,Low,84.8,8.95
STU12540,Male,24,EEE,4,94.4,3.9,4.3,1,Yes,Yes,Low,77.7,7.79
STU12541,Male,19,ME,1,81.9,3.4,1.1,1,No,Yes,Medium,77.4,8.04
STU12542,Male,19,ME,2,60.9,8.0,3.7,0,No,Yes,Low,92.9,9.46
STU12543,Female,24,ME,3,79.5,4.1,2.7,0,No,Yes,Medium,69.6,6.91
